0,0,0.7144989
0,15,0.5527127
0,30,0.34830952
0,40,0.13849752
15,0,0.8269266
15,15,0.69475555
15,30,0.49411112
15,40,0.23474157
30,0,0.91877437
30,15,0.8341864
30,30,0.67435104
30,40,0.39786708
40,0,0.97755593
40,15,0.9452584
40,30,0.8664839
40,40,0.67435104
Ad,40,0.8664839
40,Ad,0.39786708
