0,0,0.35318178
0,15,0.22340542
0,30,0.110314615
0,40,0.03251503
15,0,0.5183517
15,15,0.36733916
15,30,0.20933227
15,40,0.073897794
30,0,0.71054935
30,15,0.5684389
30,30,0.38170344
30,40,0.16794953
40,0,0.89141726
40,15,0.8061022
40,30,0.65375394
40,40,0.38170347
Ad,40,0.65375394
40,Ad,0.16794953
